"OID","Objective Name","Status","SDID","SD Name"
"O-001960","D","Active","SD-000520","Write (no visual)"
"O-001961","D","Active","SD-000138","Expressive"
"O-001962","d","Active","SD-000138","Expressive"
"O-001963","d","Active","SD-000145","Expressive"
"O-001964","d","Active","SD-000521","Write (with visual)"
"O-001965","D","Active","SD-000521","Write (with visual)"
"O-001966","d words","Active","SD-000518","Words - VI"
"O-001967","d?","Active","SD-000065","CV - VI"
"O-001968","d?","Active","SD-000065","CV - VI"
"O-001969","Dad","Active","SD-000263","Matching"
"O-001970","Dad","Active","SD-000386","Receptive"
"O-001971","dad","Active","SD-000266","Matching"
"O-001972","dad","Active","SD-000154","Expressive"
"O-001973","Dad","Active","SD-000301","Person"
"O-001974","Dad","Active","SD-000144","Expressive"
"O-001975","dad","Active","SD-000392","Receptive"
"O-001976","Dad","Active","SD-000249","Location"
"O-001977","Dad","Active","SD-000189","Generalised SD"
"O-001978","Dad's home","Active","SD-000381","Receptive"
"O-001979","Dad's home","Active","SD-000139","Expressive"
"O-001980","Dad's name","Active","SD-000411","Reciprocal"
"O-001981","Dad's room","Active","SD-000420","Room"
"O-001982","daddy","Active","SD-000491","Visual"
"O-001983","Daddy","Active","SD-000144","Expressive"
"O-001984","Dads name","Active","SD-000339","Q/A"
"O-001985","dance","Active","SD-000182","Future"
"O-001986","Danced","Active","SD-000088","Exp. past tense"
"O-001987","danced","Active","SD-000299","Past"
"O-001988","Dancing","Active","SD-000359","Receptive"
"O-001989","Dancing","Active","SD-000323","Present activity"
"O-001990","Dancing","Active","SD-000122","Expressive"
"O-001991","dancing","Active","SD-000322","Present"
"O-001992","Dancing","Active","SD-000023","Activity"
"O-001993","Dangerous","Active","SD-000351","Rec. instr."
"O-001994","Dangerous","Active","SD-000513","Why/because"
"O-001995","Dangerous vs. safe","Active","SD-000277","Model language"
"O-001996","Days of the week","Active","SD-000398","Receptive After"
"O-001997","Days of the week","Active","SD-000163","Expressive Before"
"O-001998","Days of the week","Active","SD-000162","Expressive After"
"O-001999","Days of the week","Active","SD-000399","Receptive Before"
"O-002000","Dd","Active","SD-000270","Matching different cases"
"O-002001","d?","Active","SD-000065","CV - VI"
"O-002002","d?","Active","SD-000065","CV - VI"
"O-002003","December","Active","SD-000126","Expressive"
"O-002004","December","Active","SD-000254","Matching"
"O-002005","December","Active","SD-000364","Receptive"
"O-002006","delicious","Active","SD-000456","Synonym"
"O-002007","den-den daiko","Active","SD-000226","In view"
"O-002008","den-den daiko","Active","SD-000294","Out of sight"
"O-002009","Dentist","Active","SD-000078","Exp. function"
"O-002010","Dentist","Active","SD-000142","Expressive"
"O-002011","Dentist","Active","SD-000414","Reverse exp. function"
"O-002012","Dentist","Active","SD-000385","Receptive"
"O-002013","Dentist","Active","SD-000381","Receptive"
"O-002014","Dentist","Active","SD-000139","Expressive"
"O-002015","Dentist","Active","SD-000400","Receptive Function"
"O-002016","Dentist","Active","SD-000165","Expressive Function"
"O-002017","Dentist","Active","SD-000117","Exposure"
"O-002018","Dentist","Active","SD-000216","Imaginary Play"
"O-002019","Dentist","Active","SD-000094","Exposure"
"O-002020","Desired activity-10sec","Active","SD-000505","Wait w visual"
"O-002021","Desired activity-15sec","Active","SD-000505","Wait w visual"
"O-002022","Desired activity-1min","Active","SD-000505","Wait w visual"
"O-002023","Desired activity-20sec","Active","SD-000505","Wait w visual"
"O-002024","Desired activity-20sec","Active","SD-000505","Wait w visual"
"O-002025","Desired activity-2min","Active","SD-000505","Wait w visual"
"O-002026","Desired activity-2sec","Active","SD-000505","Wait w visual"
"O-002027","Desired activity-3min","Active","SD-000505","Wait w visual"
"O-002028","Desired activity-45sec","Active","SD-000505","Wait w visual"
"O-002029","Desired activity-4min","Active","SD-000505","Wait w visual"
"O-002030","Desired activity-5min","Active","SD-000505","Wait w visual"
"O-002031","Desired activity-5sec","Active","SD-000505","Wait w visual"
"O-002032","Desired interaction-10sec","Active","SD-000505","Wait w visual"
"O-002033","Desired interaction-15sec","Active","SD-000505","Wait w visual"
"O-002034","Desired interaction-1min","Active","SD-000505","Wait w visual"
"O-002035","Desired interaction-20sec","Active","SD-000505","Wait w visual"
"O-002036","Desired interaction-2sec","Active","SD-000505","Wait w visual"
"O-002037","Desired interaction-30sec","Active","SD-000505","Wait w visual"
"O-002038","Desired interaction-45sec","Active","SD-000505","Wait w visual"
"O-002039","Desired interaction-5sec","Active","SD-000505","Wait w visual"
"O-002040","desk","Active","SD-000266","Matching"
"O-002041","desk","Active","SD-000154","Expressive"
"O-002042","desk","Active","SD-000392","Receptive"
"O-002043","Desk","Active","SD-000007","2D Receptive"
"O-002044","d?","Active","SD-000065","CV - VI"
"O-002045","d?","Active","SD-000065","CV - VI"
"O-002046","Diagonal (L-R)","Active","SD-000180","From model"
"O-002047","Diagonal (L-R)","Active","SD-000374","Receptive"
"O-002048","Diagonal (L-R)","Active","SD-000220","Imitation"
"O-002049","Diagonal (R-L)","Active","SD-000180","From model"
"O-002050","Diagonal (R-L)","Active","SD-000374","Receptive"
"O-002051","Diagonal (R-L)","Active","SD-000220","Imitation"
"O-002052","Diamond","Active","SD-000002","1 step"
"O-002053","Diamond","Active","SD-000149","Expressive"
"O-002054","Diamond","Active","SD-000264","Matching"
"O-002055","Diamond","Active","SD-000391","Receptive"
"O-002056","Different - Category","Active","SD-000390","Receptive"
"O-002057","Different - Colour","Active","SD-000390","Receptive"
"O-002058","Different - Function","Active","SD-000390","Receptive"
"O-002059","Different - Item","Active","SD-000390","Receptive"
"O-002060","Different identical","Active","SD-000331","Put with same/different"
"O-002061","Different non-identical","Active","SD-000331","Put with same/different"
"O-002062","dig","Active","SD-000182","Future"
"O-002063","Digging","Active","SD-000359","Receptive"
"O-002064","Digging","Active","SD-000122","Expressive"
"O-002065","digging","Active","SD-000322","Present"
"O-002066","Dining room","Active","SD-000381","Receptive"
"O-002067","Dining room","Active","SD-000139","Expressive"
"O-002068","Dining table","Active","SD-000249","Location"
"O-002069","dinosaur","Active","SD-000266","Matching"
"O-002070","dinosaur","Active","SD-000154","Expressive"
"O-002071","dinosaur","Active","SD-000392","Receptive"
"O-002072","Dinosaur","Active","SD-000523","Written Word"
"O-002073","Dinosaurs","Active","SD-000216","Imaginary Play"
"O-002074","Directed","Active","SD-000036","Break Card"
"O-002075","Dirty","Active","SD-000214","Identical Receptive"
"O-002076","Dirty","Active","SD-000290","Non-Identical Receptive"
"O-002077","Dirty","Active","SD-000143","Expressive"
"O-002078","Dirty","Active","SD-000086","Exp. non-visual"
"O-002079","dirty","Active","SD-000415","Reverse why/because"
"O-002080","Disappointed","Active","SD-000074","Emotions Brainstorming"
"O-002081","Discrimination","Active","SD-000207","How they feel"
"O-002082","Discrimination #1","Active","SD-000339","Q/A"
"O-002083","Discrimination #2","Active","SD-000339","Q/A"
"O-002084","Discussion Various","Active","SD-000253","Mat time"
"O-002085","Dishes in sink","Active","SD-000066","Daily living task"
"O-002086","Dishwasher","Active","SD-000249","Location"
"O-002087","Disorganised F  - 3 metres away","Active","SD-000184","Gaze"
"O-002088","Disorganised F - 1 metre away","Active","SD-000184","Gaze"
"O-002089","Disorganised F - 2 metres away","Active","SD-000184","Gaze"
"O-002090","Do","Active","SD-000014","Action"
"O-002091","Do","Active","SD-000423","Say"
"O-002092","d?","Active","SD-000065","CV - VI"
"O-002093","d?","Active","SD-000065","CV - VI"
"O-002094","Do (action)","Active","SD-000017","Actions"
"O-002095","Do vs don't discrim","Active","SD-000014","Action"
"O-002096","Doctor","Active","SD-000078","Exp. function"
"O-002097","Doctor","Active","SD-000142","Expressive"
"O-002098","Doctor","Active","SD-000414","Reverse exp. function"
"O-002099","Doctor","Active","SD-000326","Pretend to be"
"O-002100","Doctor","Active","SD-000312","Play scenario"
"O-002101","Doctor","Active","SD-000385","Receptive"
"O-002102","Doctor","Active","SD-000216","Imaginary Play"
"O-002103","Doctor","Active","SD-000168","Expressive Occupation Location"
"O-002104","Doctor","Active","SD-000117","Exposure"
"O-002105","Doctor","Active","SD-000094","Exposure"
"O-002106","Doctor play","Active","SD-000311","Planned model with toy"
"O-002107","Doctors Play","Active","SD-000023","Activity"
"O-002108","Dog","Active","SD-000210","Identical"
"O-002109","Dog","Active","SD-000286","Non-Identical"
"O-002110","Dog","Active","SD-000211","Identical"
"O-002111","Dog","Active","SD-000287","Non-identical"
"O-002112","Dog","Active","SD-000212","Identical"
"O-002113","Dog","Active","SD-000288","Non-identical"
"O-002114","Dog","Active","SD-000170","Expressive Q/A"
"O-002115","Dog","Active","SD-000170","Expressive Q/A"
"O-002116","Dog","Active","SD-000135","Expressive"
"O-002117","Dog","Active","SD-000262","Matching"
"O-002118","Dog","Active","SD-000326","Pretend to be"
"O-002119","Dog","Active","SD-000007","2D Receptive"
"O-002120","Dog","Active","SD-000011","3D Receptive"
"O-002121","dog","Active","SD-000266","Matching"
"O-002122","dog","Active","SD-000154","Expressive"
"O-002123","Dog","Active","SD-000363","Receptive"
"O-002124","Dog","Active","SD-000125","Expressive"
"O-002125","Dog","Active","SD-000403","Receptive Q/A"
"O-002126","Dog","Active","SD-000160","Expressive (Animal says...)"
"O-002127","Dog","Active","SD-000238","Item"
"O-002128","dog","Active","SD-000392","Receptive"
"O-002129","dog","Active","SD-000492","Visual"
"O-002130","Dog","Active","SD-000523","Written Word"
"O-002131","dog","Active","SD-000497","Visual - 2D"
"O-002132","dog glasses","Active","SD-000151","Expressive"
"O-002133","Doggy doggy","Active","SD-000440","Social game"
"O-002134","Doing hair","Active","SD-000148","Expressive"
"O-002135","Doing hair","Active","SD-000431","Sequence"
"O-002136","Doll house","Active","SD-000323","Present activity"
"O-002137","Doll in bed","Active","SD-000356","Rec. play instr."
"O-002138","Doll/Teddy Play","Active","SD-000023","Activity"
"O-002139","Doll/Teddy Play","Active","SD-000311","Planned model with toy"
"O-002140","Dolls","Active","SD-000323","Present activity"
"O-002141","Dominoes","Active","SD-000183","Game"
"O-002142","Don't","Active","SD-000014","Action"
"O-002143","Don't","Active","SD-000423","Say"
"O-002144","Don't game","Active","SD-000440","Social game"
"O-002145","Don?t hear the teacher","Active","SD-000338","Q/A"
"O-002146","Donkey","Active","SD-000170","Expressive Q/A"
"O-002147","Donkey","Active","SD-000170","Expressive Q/A"
"O-002148","Donkey","Active","SD-000403","Receptive Q/A"
"O-002149","Donkey","Active","SD-000160","Expressive (Animal says...)"
"O-002150","Door","Active","SD-000371","Receptive"
"O-002151","Door","Active","SD-000131","Expressive"
"O-002152","Door","Active","SD-000239","Item"
"O-002153","Door","Active","SD-000249","Location"
"O-002154","Dot to Dot","Active","SD-000519","Worksheet"
"O-002155","Dot, dot, dot","Active","SD-000244","Language exposure"
"O-002156","Dots","Active","SD-000180","From model"
"O-002157","Dots","Active","SD-000374","Receptive"
"O-002158","Dots","Active","SD-000220","Imitation"
"O-002159","Down","Active","SD-000054","Communication opportunity"
"O-002160","Drank","Active","SD-000088","Exp. past tense"
"O-002161","drank","Active","SD-000299","Past"
"O-002162","Draw","Active","SD-000356","Rec. play instr."
"O-002163","draw","Active","SD-000182","Future"
"O-002164","Draw (object)","Active","SD-000057","Communication opportunity"
"O-002165","draw (picture)","Active","SD-000460","Tell me how to"
"O-002166","Draw flower","Active","SD-000460","Tell me how to"
"O-002167","Draw house","Active","SD-000460","Tell me how to"
"O-002168","Draw person","Active","SD-000460","Tell me how to"
"O-002169","Draw sun","Active","SD-000460","Tell me how to"
"O-002170","Draw tree","Active","SD-000460","Tell me how to"
"O-002171","Drawers","Active","SD-000135","Expressive"
"O-002172","drawers","Active","SD-000266","Matching"
"O-002173","drawers","Active","SD-000154","Expressive"
"O-002174","Drawers","Active","SD-000239","Item"
"O-002175","drawers","Active","SD-000392","Receptive"
"O-002176","Drawers","Active","SD-000249","Location"
"O-002177","Drawing","Active","SD-000359","Receptive"
"O-002178","Drawing","Active","SD-000035","Brainstorming"
"O-002179","Drawing","Active","SD-000323","Present activity"
"O-002180","Drawing","Active","SD-000023","Activity"
"O-002181","Drawing","Active","SD-000122","Expressive"
"O-002182","Drawing","Active","SD-000378","Receptive"
"O-002183","Drawing","Active","SD-000137","Expressive"
"O-002184","drawing","Active","SD-000322","Present"
"O-002185","Dress","Active","SD-000135","Expressive"
"O-002186","dress","Active","SD-000266","Matching"
"O-002187","dress","Active","SD-000154","Expressive"
"O-002188","Dress","Active","SD-000238","Item"
"O-002189","dress","Active","SD-000392","Receptive"
"O-002190","Dress off","Active","SD-000066","Daily living task"
"O-002191","Dress on","Active","SD-000066","Daily living task"
"O-002192","Dress Ups","Active","SD-000023","Activity"
"O-002193","Dress-ups","Active","SD-000323","Present activity"
"O-002194","Dressing Chain","Active","SD-000066","Daily living task"
"O-002195","Drew","Active","SD-000088","Exp. past tense"
"O-002196","drew","Active","SD-000299","Past"
"O-002197","dried","Active","SD-000299","Past"
"O-002198","Drink","Active","SD-000461","TH gives clues"
"O-002199","Drink","Active","SD-000106","Exposure"
"O-002200","drink","Active","SD-000182","Future"
"O-002201","drink","Active","SD-000514","Why/because"
"O-002202","Drink","Active","SD-000051","Comm. opportunity"
"O-002203","Drink","Active","SD-000157","Expressive - Intra-verbal"
"O-002204","Drink Bottle","Active","SD-000210","Identical"
"O-002205","Drink Bottle","Active","SD-000286","Non-Identical"
"O-002206","Drink Bottle","Active","SD-000211","Identical"
"O-002207","Drink Bottle","Active","SD-000287","Non-identical"
"O-002208","Drink Bottle","Active","SD-000212","Identical"
"O-002209","Drink Bottle","Active","SD-000288","Non-identical"
"O-002210","Drink Bottle","Active","SD-000135","Expressive"
"O-002211","Drink Bottle","Active","SD-000007","2D Receptive"
"O-002212","Drink Bottle","Active","SD-000011","3D Receptive"
"O-002213","Drink Bottle","Active","SD-000363","Receptive"
"O-002214","Drink Bottle","Active","SD-000125","Expressive"
"O-002215","Drink bottle","Active","SD-000523","Written Word"
"O-002216","Drink from cup","Active","SD-000066","Daily living task"
"O-002217","Drink from drink bottle","Active","SD-000066","Daily living task"
"O-002218","Drinking","Active","SD-000359","Receptive"
"O-002219","Drinking","Active","SD-000035","Brainstorming"
"O-002220","Drinking","Active","SD-000035","Brainstorming"
"O-002221","Drinking","Active","SD-000326","Pretend to be"
"O-002222","Drinking","Active","SD-000122","Expressive"
"O-002223","Drinking","Active","SD-000378","Receptive"
"O-002224","Drinking","Active","SD-000378","Receptive"
"O-002225","Drinking","Active","SD-000137","Expressive"
"O-002226","Drinking","Active","SD-000137","Expressive"
"O-002227","drinking","Active","SD-000322","Present"
"O-002228","Drinking juice","Active","SD-000148","Expressive"
"O-002229","Drinking juice","Active","SD-000431","Sequence"
"O-002230","Drinks","Active","SD-000033","Brainstorming"
"O-002231","Drinks","Active","SD-000159","Expressive - What is"
"O-002232","drinks","Active","SD-000056","Communication opportunity"
"O-002233","Drinks","Active","SD-000255","Matching"
"O-002234","Drinks","Active","SD-000444","Sorting"
"O-002235","Drinks","Active","SD-000365","Receptive"
"O-002236","Drinks","Active","SD-000158","Expressive - Tell me"
"O-002237","drive","Active","SD-000182","Future"
"O-002238","Drive Car","Active","SD-000356","Rec. play instr."
"O-002239","Drive Car off table","Active","SD-000308","Planned model w item"
"O-002240","Driving","Active","SD-000359","Receptive"
"O-002241","Driving","Active","SD-000035","Brainstorming"
"O-002242","Driving","Active","SD-000122","Expressive"
"O-002243","Driving","Active","SD-000378","Receptive"
"O-002244","Driving","Active","SD-000137","Expressive"
"O-002245","Driving","Active","SD-000312","Play scenario"
"O-002246","driving","Active","SD-000322","Present"
"O-002247","drove","Active","SD-000299","Past"
"O-002248","Drove","Active","SD-000088","Exp. past tense"
"O-002249","drum","Active","SD-000266","Matching"
"O-002250","drum","Active","SD-000154","Expressive"
"O-002251","drum","Active","SD-000392","Receptive"
"O-002252","Drum","Active","SD-000007","2D Receptive"
"O-002253","Dry","Active","SD-000214","Identical Receptive"
"O-002254","Dry","Active","SD-000290","Non-Identical Receptive"
"O-002255","dry","Active","SD-000182","Future"
"O-002256","Dry","Active","SD-000143","Expressive"
"O-002257","Dry","Active","SD-000086","Exp. non-visual"
"O-002258","Dry hands","Active","SD-000234","Instruction w contextual cue"
"O-002259","Dry hands","Active","SD-000066","Daily living task"
"O-002260","Dry hands","Active","SD-000464","Toilet routine"
"O-002261","Dry hands","Active","SD-000508","Wash hands"
"O-002262","Drying","Active","SD-000359","Receptive"
"O-002263","Drying","Active","SD-000122","Expressive"
"O-002264","drying","Active","SD-000322","Present"
"O-002265","d?","Active","SD-000065","CV - VI"
"O-002266","d?","Active","SD-000065","CV - VI"
"O-002267","Duck","Active","SD-000170","Expressive Q/A"
"O-002268","Duck","Active","SD-000170","Expressive Q/A"
"O-002269","Duck","Active","SD-000326","Pretend to be"
"O-002270","duck","Active","SD-000266","Matching"
"O-002271","duck","Active","SD-000154","Expressive"
"O-002272","Duck","Active","SD-000403","Receptive Q/A"
"O-002273","Duck","Active","SD-000160","Expressive (Animal says...)"
"O-002274","duck","Active","SD-000392","Receptive"
"O-002275","duck","Active","SD-000011","3D Receptive"
"O-002276","duck","Active","SD-000393","Receptive"
"O-002277","Duck","Active","SD-000135","Expressive"
"O-002278","Duck","Active","SD-000135","Expressive"
"O-002279","Duck","Active","SD-000007","2D Receptive"
"O-002280","Duck duck goose","Active","SD-000440","Social game"
"O-002281","dug","Active","SD-000299","Past"
"O-002282","Dug","Active","SD-000088","Exp. past tense"
"O-002283","During verbal SD","Active","SD-000493","Visual"
"O-002284","e","Active","SD-000445","Sound paired w gesture"
"O-002285","E","Active","SD-000259","Matching"
"O-002286","e","Active","SD-000259","Matching"
"O-002287","E","Active","SD-000380","Receptive"
"O-002288","e","Active","SD-000380","Receptive"
"O-002289","e","Active","SD-000424","Say (sound) th points"
"O-002290","e","Active","SD-000387","Receptive"
"O-002291","e","Active","SD-000479","Trace"
"O-002292","E","Active","SD-000479","Trace"
"O-002293","e","Active","SD-000520","Write (no visual)"
"O-002294","E","Active","SD-000520","Write (no visual)"
"O-002295","E","Active","SD-000138","Expressive"
"O-002296","e","Active","SD-000138","Expressive"
"O-002297","e","Active","SD-000145","Expressive"
"O-002298","e","Active","SD-000521","Write (with visual)"
"O-002299","E","Active","SD-000521","Write (with visual)"
"O-002300","?","Active","SD-000438","Single sound VI"
"O-002301","?","Active","SD-000438","Single sound VI"
"O-002302","e words","Active","SD-000518","Words - VI"
"O-002303","Ear","Active","SD-000124","Expressive"
"O-002304","ear","Active","SD-000424","Say (sound) th points"
"O-002305","Ear","Active","SD-000362","Receptive"
"O-002306","Ears","Active","SD-000371","Receptive"
"O-002307","Ears","Active","SD-000131","Expressive"
"O-002308","Ears","Active","SD-000007","2D Receptive"
"O-002309","Eat","Active","SD-000106","Exposure"
"O-002310","eat","Active","SD-000182","Future"
"O-002311","eat","Active","SD-000514","Why/because"
"O-002312","Eat","Active","SD-000051","Comm. opportunity"
"O-002313","Eat at dining table","Active","SD-000271","Meal"
"O-002314","Eat at table","Active","SD-000439","Snack"
"O-002315","Eat at table - 1 piece","Active","SD-000439","Snack"
"O-002316","Eat at table - 2 pieces","Active","SD-000439","Snack"
"O-002317","Eat at table - 3 pieces","Active","SD-000439","Snack"
"O-002318","Eat at table - 4 pieces","Active","SD-000439","Snack"
"O-002319","Eat at table - 5 pieces","Active","SD-000439","Snack"
"O-002320","eat breakfast","Active","SD-000152","Expressive"
"O-002321","eat dinner","Active","SD-000152","Expressive"
"O-002322","Eat Food","Active","SD-000356","Rec. play instr."
"O-002323","eat lunch","Active","SD-000152","Expressive"
"O-002324","Eat with fork","Active","SD-000231","Instruction"
"O-002325","Eat with fork","Active","SD-000066","Daily living task"
"O-002326","Eat with spoon","Active","SD-000231","Instruction"
"O-002327","Eat with spoon","Active","SD-000066","Daily living task"
"O-002328","Eating","Active","SD-000359","Receptive"
"O-002329","Eating","Active","SD-000035","Brainstorming"
"O-002330","Eating","Active","SD-000326","Pretend to be"
"O-002331","Eating","Active","SD-000122","Expressive"
"O-002332","Eating","Active","SD-000378","Receptive"
"O-002333","Eating","Active","SD-000137","Expressive"
"O-002334","eating","Active","SD-000322","Present"
"O-002335","Eating biscuit","Active","SD-000148","Expressive"
"O-002336","Eating biscuit","Active","SD-000431","Sequence"
"O-002337","eating block","Active","SD-000151","Expressive"
"O-002338","Eating cake","Active","SD-000148","Expressive"
"O-002339","Eating cake","Active","SD-000431","Sequence"
"O-002340","Eating pizza","Active","SD-000148","Expressive"
"O-002341","Eating pizza","Active","SD-000431","Sequence"
"O-002342","eating shoe","Active","SD-000151","Expressive"
"O-002343","?b","Active","SD-000484","VC - VI"
"O-002344","?b","Active","SD-000484","VC - VI"
"O-002345","?c/?k","Active","SD-000484","VC - VI"
"O-002346","?c/?k","Active","SD-000484","VC - VI"
"O-002347","?d","Active","SD-000484","VC - VI"
"O-002348","?d","Active","SD-000484","VC - VI"
"O-002349","Ee","Active","SD-000270","Matching different cases"
"O-002350","ee","Active","SD-000424","Say (sound) th points"
"O-002351","ee","Active","SD-000387","Receptive"
"O-002352","ee","Active","SD-000145","Expressive"
"O-002353","?f","Active","SD-000484","VC - VI"
"O-002354","?f","Active","SD-000484","VC - VI"
"O-002355","?g","Active","SD-000484","VC - VI"
"O-002356","?g","Active","SD-000484","VC - VI"
"O-002357","Egg","Active","SD-000135","Expressive"
"O-002358","Egg and Spoon Race","Active","SD-000022","Activity"
"O-002359","egg in carton","Active","SD-000356","Rec. play instr."
"O-002360","?h","Active","SD-000484","VC - VI"
"O-002361","?j","Active","SD-000484","VC - VI"
"O-002362","?j","Active","SD-000484","VC - VI"
"O-002363","?l","Active","SD-000484","VC - VI"
"O-002364","?l","Active","SD-000484","VC - VI"
"O-002365","Elbow","Active","SD-000124","Expressive"
"O-002366","Elbow","Active","SD-000362","Receptive"
"O-002367","Electrician","Active","SD-000142","Expressive"
"O-002368","Electrician","Active","SD-000094","Exposure"
"O-002369","Elephant","Active","SD-000170","Expressive Q/A"
"O-002370","Elephant","Active","SD-000170","Expressive Q/A"
"O-002371","Elephant","Active","SD-000326","Pretend to be"
"O-002372","elephant","Active","SD-000266","Matching"
"O-002373","elephant","Active","SD-000154","Expressive"
"O-002374","Elephant","Active","SD-000403","Receptive Q/A"
"O-002375","Elephant","Active","SD-000160","Expressive (Animal says...)"
"O-002376","elephant","Active","SD-000392","Receptive"
"O-002377","Elephant","Active","SD-000211","Identical"
"O-002378","elephant","Active","SD-000497","Visual - 2D"
"O-002379","Elephant","Active","SD-000007","2D Receptive"
"O-002380","Elmo","Active","SD-000007","2D Receptive"
"O-002381","?m","Active","SD-000484","VC - VI"
"O-002382","?m","Active","SD-000484","VC - VI"
"O-002383","Empty","Active","SD-000214","Identical Receptive"
"O-002384","Empty","Active","SD-000290","Non-Identical Receptive"
"O-002385","Empty","Active","SD-000143","Expressive"
"O-002386","Empty","Active","SD-000086","Exp. non-visual"
"O-002387","?n","Active","SD-000484","VC - VI"
"O-002388","?n","Active","SD-000484","VC - VI"
"O-002389","Engine Visual","Active","SD-000525","Zones of regulation visual"
"O-002390","Enviroment","Active","SD-000189","Generalised SD"
"O-002391","?p","Active","SD-000484","VC - VI"
"O-002392","?p","Active","SD-000484","VC - VI"
"O-002393","?q","Active","SD-000484","VC - VI"
"O-002394","?q","Active","SD-000484","VC - VI"
"O-002395","er","Active","SD-000424","Say (sound) th points"
"O-002396","er","Active","SD-000387","Receptive"
"O-002397","er","Active","SD-000145","Expressive"
"O-002398","er","Active","SD-000438","Single sound VI"
"O-002399","?r","Active","SD-000484","VC - VI"
"O-002400","?s","Active","SD-000484","VC - VI"
"O-002401","?s","Active","SD-000484","VC - VI"
"O-002402","?t","Active","SD-000484","VC - VI"
"O-002403","?t","Active","SD-000484","VC - VI"
"O-002404","?v","Active","SD-000484","VC - VI"
"O-002405","?v","Active","SD-000484","VC - VI"
"O-002406","Everybody clap","Active","SD-000110","Exposure"
"O-002407","Everybody clap","Active","SD-000237","Intraverbal"
"O-002408","Everybody clap","Active","SD-000443","Song with planned model"
"O-002409","Everything except","Active","SD-000233","Instruction w condition"
"O-002410","?w","Active","SD-000484","VC - VI"
"O-002411","?w","Active","SD-000484","VC - VI"
"O-002412","?x","Active","SD-000484","VC - VI"
"O-002413","?x","Active","SD-000484","VC - VI"
"O-002414","Excited","Active","SD-000074","Emotions Brainstorming"
"O-002415","Excuse me","Active","SD-000054","Communication opportunity"
"O-002416","Excuse me","Active","SD-000303","Person not attending"
"O-002417","Excuse me (name)","Active","SD-000054","Communication opportunity"
"O-002418","Excuse me (name)","Active","SD-000303","Person not attending"
"O-002419","Exposure","Active","SD-000211","Identical"
"O-002420","Exposure","Active","SD-000049","Colouring"
"O-002421","Exposure","Active","SD-000049","Colouring"
"O-002422","Exposure","Active","SD-000295","Painting"
"O-002423","Exposure","Active","SD-000097","Exposure"
"O-002424","Exposure","Active","SD-000098","Exposure"
"O-002425","Exposure","Active","SD-000416","Ride Bike"
"O-002426","Exposure","Active","SD-000099","Exposure"
"O-002427","Exposure","Active","SD-000124","Expressive"
"O-002428","Exposure","Active","SD-000100","Exposure"
"O-002429","Exposure","Active","SD-000101","Exposure"
"O-002430","Exposure","Active","SD-000368","Receptive"
"O-002431","Exposure","Active","SD-000102","Exposure"
"O-002432","Exposure","Active","SD-000130","Expressive"
"O-002433","Exposure","Active","SD-000104","Exposure"
"O-002434","Exposure","Active","SD-000105","Exposure"
"O-002435","Exposure","Active","SD-000499","Visual and Verbal"
"O-002436","Exposure","Active","SD-000060","Contingency"
"O-002437","Exposure","Active","SD-000035","Brainstorming"
"O-002438","Exposure","Active","SD-000107","Exposure"
"O-002439","Exposure","Active","SD-000023","Activity"
"O-002440","exposure","Active","SD-000083","Exp. labels PLQ"
"O-002441","Exposure","Active","SD-000056","Communication opportunity"
"O-002442","Exposure","Active","SD-000516","With visual"
"O-002443","Exposure","Active","SD-000300","Pasting"
"O-002444","Exposure","Active","SD-000062","Cutting"
"O-002445","Exposure","Active","SD-000446","Stamping"
"O-002446","Exposure","Active","SD-000116","Exposure"
"O-002447","Exposure","Active","SD-000398","Receptive After"
"O-002448","Exposure","Active","SD-000163","Expressive Before"
"O-002449","Exposure","Active","SD-000162","Expressive After"
"O-002450","Exposure","Active","SD-000399","Receptive Before"
"O-002451","Exposure","Active","SD-000362","Receptive"
"O-002452","Exposure","Active","SD-000426","Scale"
"O-002453","Exposure","Active","SD-000257","Matching"
"O-002454","Exposure","Active","SD-000128","Expressive"
"O-002455","Exposure","Active","SD-000378","Receptive"
"O-002456","Exposure","Active","SD-000137","Expressive"
"O-002457","Exposure","Active","SD-000111","Exposure"
"O-002458","Exposure","Active","SD-000525","Zones of regulation visual"
"O-002459","Exposure","Active","SD-000122","Expressive"
"O-002460","Exposure","Active","SD-000465","Toileting"
"O-002461","exposure","Active","SD-000221","Imitation"
"O-002462","Exposure","Active","SD-000040","Challenging situation"
"O-002463","Exposure","Active","SD-000377","Receptive"
"O-002464","Exposure various","Active","SD-000220","Imitation"
"O-002465","Exposure various","Active","SD-000139","Expressive"
"O-002466","eye","Active","SD-000424","Say (sound) th points"
"O-002467","Eye colour","Active","SD-000339","Q/A"
"O-002468","Eye colour","Active","SD-000411","Reciprocal"
"O-002469","Eye spy","Active","SD-000440","Social game"
"O-002470","Eyes","Active","SD-000124","Expressive"
"O-002471","Eyes","Active","SD-000362","Receptive"
"O-002472","Eyes","Active","SD-000371","Receptive"
"O-002473","Eyes","Active","SD-000131","Expressive"
"O-002474","Eyes","Active","SD-000007","2D Receptive"
"O-002475","?z","Active","SD-000484","VC - VI"
"O-002476","?z","Active","SD-000484","VC - VI"
"O-002477","f","Active","SD-000445","Sound paired w gesture"
"O-002478","F","Active","SD-000259","Matching"
"O-002479","f","Active","SD-000259","Matching"
